ASCII Trace IXXAT MiniMon V3  Version: 1.1.2.4268
Date: 10/3/2015
Start time: 4:39:49 PM
Stop time: 4:41:54 PM
Overruns: 0  Errorframes: 1613                                       
Baudrate: 500 kbit/s
"Time","Identifier (hex)","Format","Flags","Data (hex)"
"00:01:45.654","1AF","Std","","38"
"00:01:45.755","1AF","Std","","38"
"00:01:45.855","1AF","Std","","38"
"00:01:45.955","1AF","Std","","38"
"00:01:46.056","1AF","Std","","38"
"00:01:46.156","1AF","Std","","38"
"00:01:46.256","1AF","Std","","38"
"00:01:46.356","1AF","Std","","38"
"00:01:46.457","1AF","Std","","38"
"00:01:46.557","1AF","Std","","38"
"00:01:46.657","1AF","Std","","38"
"00:01:46.758","1AF","Std","","38"
"00:01:46.858","1AF","Std","","38"
"00:01:46.958","1AF","Std","","38"
"00:01:47.059","1AF","Std","","38"
"00:01:47.159","1AF","Std","","38"
"00:01:47.259","1AF","Std","","38"
"00:01:47.360","1AF","Std","","38"
"00:01:47.460","1AF","Std","","38"
"00:01:47.560","1AF","Std","","38"
"00:01:47.661","1AF","Std","","38"
"00:01:47.761","1AF","Std","","38"
"00:01:47.861","1AF","Std","","38"
"00:01:47.961","1AF","Std","","38"
"00:01:48.062","1AF","Std","","38"
"00:01:48.162","1AF","Std","","38"
"00:01:48.262","1AF","Std","","38"
"00:01:48.363","1AF","Std","","38"
"00:01:48.463","1AF","Std","","38"
"00:01:48.563","1AF","Std","","38"
"00:01:48.664","1AF","Std","","38"
"00:01:48.764","1AF","Std","","38"
"00:01:48.864","1AF","Std","","38"
"00:01:48.965","1AF","Std","","38"
"00:01:49.065","1AF","Std","","38"
"00:01:49.165","1AF","Std","","38"
"00:01:49.266","1AF","Std","","38"
"00:01:49.366","1AF","Std","","38"
"00:01:49.466","1AF","Std","","38"
"00:01:49.567","1AF","Std","","38"
"00:01:49.667","1AF","Std","","38"
"00:01:49.767","1AF","Std","","38"
"00:01:49.868","A","Std","","38"
"00:01:49.968","A","Std","","38"
"00:01:50.068","A","Std","","1"
"00:01:50.168","A","Std","","1"
"00:01:50.269","1AF","Std","","38"
"00:01:50.369","1AF","Std","","38"
"00:01:50.469","1AF","Std","","38"
"00:01:50.570","1AF","Std","","38"
"00:01:50.670","1AF","Std","","38"
"00:01:50.770","B","Std","","38"
"00:01:50.871","1AF","Std","","38"
"00:01:50.971","1AF","Std","","38"
"00:01:51.071","1AF","Std","","38"
"00:01:51.172","1AF","Std","","38"
"00:01:51.272","1AF","Std","","38"
"00:01:51.372","1AF","Std","","38"
"00:01:51.473","1AF","Std","","38"
"00:01:51.573","1AF","Std","","38"
"00:01:51.673","1AF","Std","","38"
"00:01:51.773","1AF","Std","","38"
"00:01:51.874","1AF","Std","","38"
"00:01:51.974","1AF","Std","","38"
"00:01:52.074","1AF","Std","","38"
"00:01:52.175","1AF","Std","","38"
"00:01:52.275","1AF","Std","","38"
"00:01:52.375","1AF","Std","","38"
"00:01:52.476","1AF","Std","","38"
"00:01:52.576","1AF","Std","","38"
"00:01:52.676","1AF","Std","","38"
"00:01:52.777","1AF","Std","","38"
"00:01:52.877","1AF","Std","","38"
"00:01:52.977","1AF","Std","","38"
"00:01:53.078","1AF","Std","","38"
"00:01:53.178","1AF","Std","","38"
"00:01:53.278","1AF","Std","","38"
"00:01:53.378","1AF","Std","","38"
"00:01:53.479","1AF","Std","","38"
"00:01:53.579","1AF","Std","","38"
"00:01:53.679","1AF","Std","","38"
"00:01:53.780","1AF","Std","","38"
"00:01:53.880","1AF","Std","","38"
"00:01:53.980","1AF","Std","","38"
"00:01:54.081","1AF","Std","","38"
"00:01:54.181","1AF","Std","","38"
"00:01:54.281","1AF","Std","","38"
"00:01:54.382","1AF","Std","","38"
"00:01:54.482","1AF","Std","","38"
"00:01:54.582","1AF","Std","","38"
"00:01:54.682","1AF","Std","","38"
"00:01:54.783","1AF","Std","","38"
"00:01:54.883","1AF","Std","","38"
"00:01:54.983","1AF","Std","","38"
"00:01:55.084","1AF","Std","","38"
"00:01:55.184","1AF","Std","","38"
"00:01:55.284","1AF","Std","","38"
"00:01:55.385","1AF","Std","","38"
"00:01:55.485","1AF","Std","","38"
"00:01:55.585","1AF","Std","","38"
"00:01:55.686","1AF","Std","","38"
"00:01:55.786","1AF","Std","","38"
"00:01:55.886","1AF","Std","","38"
"00:01:55.987","1AF","Std","","38"
"00:01:56.087","1AF","Std","","38"
"00:01:56.187","1AF","Std","","38"
"00:01:56.288","1AF","Std","","38"
"00:01:56.388","1AF","Std","","38"
"00:01:56.488","1AF","Std","","38"
"00:01:56.589","1AF","Std","","38"
"00:01:56.689","1AF","Std","","38"
"00:01:56.789","1AF","Std","","38"
"00:01:56.890","1AF","Std","","38"
"00:01:56.990","1AF","Std","","38"
"00:01:57.090","1AF","Std","","38"
"00:01:57.190","1AF","Std","","38"
"00:01:57.291","1AF","Std","","38"
"00:01:57.391","1AF","Std","","38"
"00:01:57.491","1AF","Std","","38"
"00:01:57.592","1AF","Std","","38"
"00:01:57.692","1AF","Std","","38"
"00:01:57.792","1AF","Std","","38"
"00:01:57.893","1AF","Std","","38"
"00:01:57.993","1AF","Std","","38"
"00:01:58.093","1AF","Std","","38"
"00:01:58.194","1AF","Std","","38"
"00:01:58.294","1AF","Std","","38"
"00:01:58.394","1AF","Std","","38"
"00:01:58.495","1AF","Std","","38"
"00:01:58.595","1AF","Std","","38"
"00:01:58.695","1AF","Std","","38"
"00:01:58.796","1AF","Std","","38"
"00:01:58.896","1AF","Std","","38"
"00:01:58.996","1AF","Std","","38"
"00:01:59.096","1AF","Std","","38"
"00:01:59.197","1AF","Std","","38"
"00:01:59.297","1AF","Std","","38"
"00:01:59.397","1AF","Std","","38"
"00:01:59.498","1AF","Std","","38"
"00:01:59.598","1AF","Std","","38"
"00:01:59.698","1AF","Std","","38"
"00:01:59.799","1AF","Std","","38"
"00:01:59.899","1AF","Std","","38"
"00:01:59.999","1AF","Std","","38"
"00:02:00.100","1AF","Std","","38"
"00:02:00.200","1AF","Std","","38"
"00:02:00.300","1AF","Std","","38"
"00:02:00.401","1AF","Std","","38"
"00:02:00.501","1AF","Std","","38"
"00:02:00.601","1AF","Std","","38"
"00:02:00.702","1AF","Std","","38"
"00:02:00.802","1AF","Std","","38"
"00:02:00.902","1AF","Std","","38"
"00:02:01.003","1AF","Std","","38"
"00:02:01.103","1AF","Std","","38"
"00:02:01.203","1AF","Std","","38"
"00:02:01.304","1AF","Std","","38"
"00:02:01.404","1AF","Std","","38"
"00:02:01.504","1AF","Std","","38"
"00:02:01.605","1AF","Std","","38"
"00:02:01.705","1AF","Std","","38"
"00:02:01.805","1AF","Std","","38"
"00:02:01.905","1AF","Std","","38"
"00:02:02.006","1AF","Std","","38"
"00:02:02.106","1AF","Std","","38"
"00:02:02.206","1AF","Std","","38"
"00:02:02.307","1AF","Std","","38"
"00:02:02.407","1AF","Std","","38"
"00:02:02.507","1AF","Std","","38"
"00:02:02.608","1AF","Std","","38"
"00:02:02.708","1AF","Std","","38"
"00:02:02.808","1AF","Std","","38"
"00:02:02.909","1AF","Std","","38"
"00:02:03.009","1AF","Std","","38"
"00:02:03.109","1AF","Std","","38"
"00:02:03.210","1AF","Std","","38"
"00:02:03.310","1AF","Std","","38"
"00:02:03.410","1AF","Std","","38"
"00:02:03.511","1AF","Std","","38"
"00:02:03.611","1AF","Std","","38"
"00:02:03.711","1AF","Std","","38"
"00:02:03.812","1AF","Std","","38"
"00:02:03.912","1AF","Std","","38"
"00:02:04.012","1AF","Std","","38"
"00:02:04.113","1AF","Std","","38"
"00:02:04.213","1AF","Std","","38"
"00:02:04.313","1AF","Std","","38"
"00:02:04.414","1AF","Std","","38"
"00:02:04.514","1AF","Std","","38"
"00:02:04.614","1AF","Std","","38"
"00:02:04.715","1AF","Std","","38"
"00:02:04.815","1AF","Std","","38"
"00:02:04.915","1AF","Std","","38"
"00:02:05.016","1AF","Std","","38"
"00:02:05.116","1AF","Std","","38"
"00:02:05.216","1AF","Std","","38"
"00:02:05.317","1AF","Std","","38"
"00:02:05.417","1AF","Std","","38"
"00:02:05.517","1AF","Std","","38"
"00:02:05.618","1AF","Std","","38"
"00:02:05.718","1AF","Std","","38"
"00:02:05.818","1AF","Std","","38"
"00:02:05.919","1AF","Std","","38"
"00:02:06.019","1AF","Std","","38"
"00:02:06.119","1AF","Std","","38"
"00:02:06.220","1AF","Std","","38"
"00:02:06.320","1AF","Std","","38"
"00:02:06.420","1AF","Std","","38"
"00:02:06.521","1AF","Std","","38"
"00:02:06.621","1AF","Std","","38"
"00:02:06.721","1AF","Std","","38"
"00:02:06.822","1AF","Std","","38"
"00:02:06.922","1AF","Std","","38"
"00:02:07.022","1AF","Std","","38"
"00:02:07.123","1AF","Std","","38"
"00:02:07.223","1AF","Std","","38"
"00:02:07.323","1AF","Std","","38"
"00:02:07.424","1AF","Std","","38"
"00:02:07.524","1AF","Std","","38"
"00:02:07.624","1AF","Std","","38"
"00:02:07.725","1AF","Std","","38"
"00:02:07.825","1AF","Std","","38"
"00:02:07.925","1AF","Std","","38"
"00:02:08.025","1AF","Std","","38"
"00:02:08.126","1AF","Std","","38"
"00:02:08.226","1AF","Std","","38"
"00:02:08.326","1AF","Std","","38"
"00:02:08.427","1AF","Std","","38"
"00:02:08.527","1AF","Std","","38"
"00:02:08.627","1AF","Std","","38"
"00:02:08.728","1AF","Std","","38"
"00:02:08.828","1AF","Std","","38"
"00:02:08.928","1AF","Std","","38"
"00:02:09.029","1AF","Std","","38"
"00:02:09.129","1AF","Std","","38"
"00:02:09.229","1AF","Std","","38"
"00:02:09.330","1AF","Std","","38"
"00:02:09.430","1AF","Std","","38"
"00:02:09.530","1AF","Std","","38"
"00:02:09.631","1AF","Std","","38"
"00:02:09.731","1AF","Std","","38"
"00:02:09.831","1AF","Std","","38"
"00:02:09.932","1AF","Std","","38"
"00:02:10.032","1AF","Std","","38"
"00:02:10.132","1AF","Std","","38"
"00:02:10.232","1AF","Std","","38"
"00:02:10.333","1AF","Std","","38"
"00:02:10.433","1AF","Std","","38"
"00:02:10.533","1AF","Std","","38"
"00:02:10.634","1AF","Std","","38"
"00:02:10.734","1AF","Std","","38"
"00:02:10.834","1AF","Std","","38"
"00:02:10.935","1AF","Std","","38"
"00:02:11.035","1AF","Std","","38"
"00:02:11.135","1AF","Std","","38"
"00:02:11.236","1AF","Std","","38"
"00:02:11.336","1AF","Std","","38"
"00:02:11.436","1AF","Std","","38"
"00:02:11.537","1AF","Std","","38"
"00:02:11.637","1AF","Std","","38"
"00:02:11.737","1AF","Std","","38"
"00:02:11.838","1AF","Std","","38"
"00:02:11.938","1AF","Std","","38"
"00:02:12.038","1AF","Std","","38"
"00:02:12.138","1AF","Std","","38"
"00:02:12.239","1AF","Std","","38"
"00:02:12.339","1AF","Std","","38"
"00:02:12.439","1AF","Std","","38"
"00:02:12.540","1AF","Std","","38"
"00:02:12.640","1AF","Std","","38"
"00:02:12.740","1AF","Std","","38"
"00:02:12.841","1AF","Std","","38"
"00:02:12.941","1AF","Std","","38"
"00:02:13.041","1AF","Std","","38"
"00:02:13.142","1AF","Std","","38"
"00:02:13.242","1AF","Std","","38"
"00:02:13.342","1AF","Std","","38"
"00:02:13.442","1AF","Std","","38"
"00:02:13.543","1AF","Std","","38"
"00:02:13.643","1AF","Std","","38"
"00:02:13.743","1AF","Std","","38"
"00:02:13.844","1AF","Std","","38"
"00:02:13.944","1AF","Std","","38"
"00:02:14.044","1AF","Std","","38"
"00:02:14.145","1AF","Std","","38"
"00:02:14.245","1AF","Std","","38"
"00:02:14.345","1AF","Std","","38"
"00:02:14.446","1AF","Std","","38"
"00:02:14.546","1AF","Std","","38"
"00:02:14.646","1AF","Std","","38"
"00:02:14.746","1AF","Std","","38"
"00:02:14.847","1AF","Std","","38"
"00:02:14.947","1AF","Std","","38"
"00:02:15.047","1AF","Std","","38"
"00:02:15.148","1AF","Std","","38"
"00:02:15.248","1AF","Std","","38"
"00:02:15.348","1AF","Std","","38"
"00:02:15.449","1AF","Std","","38"
"00:02:15.549","1AF","Std","","38"
"00:02:15.649","1AF","Std","","38"
"00:02:15.750","1AF","Std","","38"
"00:02:15.850","1AF","Std","","38"
"00:02:15.950","1AF","Std","","38"
"00:02:16.050","1AF","Std","","38"
"00:02:16.151","1AF","Std","","38"
"00:02:16.251","1AF","Std","","38"
"00:02:16.351","1AF","Std","","38"
"00:02:16.452","1AF","Std","","38"
"00:02:16.552","1AF","Std","","38"
"00:02:16.652","1AF","Std","","38"
"00:02:16.753","1AF","Std","","38"
